text_clean,airline_sentiment,negativereason,airline,topic
point cancelled flight flight dca airline already cancelled flightled,negative,Cancelled Flight,Delta,41
want room food allowance agent refusing give voucher use room book,negative,Customer Service Issue,Delta,24
send service agent stranded passenger helped,negative,Customer Service Issue,Delta,-1
hopefully flight seattle boston wifi first one not entertain lizaapproved,negative,Can't Tell,Delta,11
customer feel like stick airline jet blue travel work past year never seen,negative,Can't Tell,Delta,-1
ive pricing year know buck seat criminal understand pricing flying jetblue pricewise,negative,Can't Tell,Delta,76
guy need live chat,negative,Customer Service Issue,Delta,-1
quick person traveling mosaic not get green tag doesnt make sense end waitin son bag anyway,negative,Can't Tell,Delta,0
got wish would communicate,negative,Customer Service Issue,Delta,-1
continuing record never flight leave time add much time family cost jetblue,negative,Late Flight,Delta,44
guess redo flight booking problem ugh,negative,Customer Service Issue,Delta,25
shes standing cell announcement info thismosaicnothappy,negative,Customer Service Issue,Delta,-1
someone info smh one bag came nothing,negative,Lost Luggage,Delta,0
there nothing apparently connect true,negative,Customer Service Issue,Delta,12
see whats holding flt bag one bag came nothing else minute,negative,Lost Luggage,Delta,0
wouldnt credit right account instead separate sign seems pretty ridiculous,negative,Customer Service Issue,Delta,66
seems never received password,negative,Can't Tell,Delta,72
yes last month boston got first big snow storm flight cancelled flightled,negative,Can't Tell,Delta,-1
travel bank credit cant call right,negative,Can't Tell,Delta,66
love airlinehate website tried book ticket mile wout absolute joke need lot work,negative,Customer Service Issue,Delta,1
yes baggage claim sad baggage treat please need baggage,negative,Lost Luggage,Delta,0
mom baggage lost fly fort lauderdalebogot today colombian employee treated badly need help please,negative,Lost Luggage,Delta,0
change made son pas printed conf mine not print expressed disapptment jetblue,negative,Customer Service Issue,Delta,-1
unhappy customer waiting min hold rude amp uncaring rep frozen acct cant print bdng pas,negative,Customer Service Issue,Delta,3
first place really didnt need extra stress already terrible time way made flight,negative,Can't Tell,Delta,-1
missed flight book flight extremely last minute due family death there excuse attitude,negative,Customer Service Issue,Delta,-1
serious attitude fault running tad behind even knew name flight info assured,negative,Flight Attendant Complaints,Delta,-1
fly much however kiosk broken syr woman working ticket counter,negative,longlines,Delta,-1
flying denver march flight itenary keep getting changed heckbooked trip month ago,negative,Flight Booking Problems,Delta,21
not happy customer weve waited patiently not mention six month marathon training need tmrw,negative,Late Flight,Delta,17
waiting flight marathon tmrw charity bumped late flightr flight amp cancelled flightled fix,negative,Cancelled Flight,Delta,3
want fly storm thats right give choice kid dont want chance nixchangefees,negative,Bad Flight,Delta,-1
fail snow coming area tried get earlier flight refused flight hour delayed greedy foolish,negative,Late Flight,Delta,-1
website cant print boarding pas,negative,Customer Service Issue,Delta,-1
not ideal okay better late flight never,negative,Late Flight,Delta,-1
yeah thats done define incidental much spend gear trip not waste,negative,Lost Luggage,Delta,5
guy lost bag ski gear flew nyc ski buy new stuff tomorrow,negative,Lost Luggage,Delta,0
hold min placed hold hung time day looking group rate bossju people,negative,Customer Service Issue,Delta,13
youre customer service terrible neveragain flywhonotblue,negative,Customer Service Issue,Delta,-1
youre flight attendant suck always rude bad experience jetblue tonight,negative,Flight Attendant Complaints,Delta,14
say person hasnt delayed hour sitting runway wailing baby,negative,Late Flight,Delta,78
flight delayed still sitting runway minute far air travel best,negative,Late Flight,Delta,-1
wont site let book ticket nov jfk kin,negative,Flight Booking Problems,Delta,15
late flight lost almost hour bay area weekend not mention two hour unnecessary vacation time work flt,negative,Late Flight,Delta,-1
appreciate response worst part losing non refundable hotel orlando crew blamed wind hoping delay,negative,Late Flight,Delta,45
awful flight jfk honeymoon delayed lost money hotel delayforwhat,negative,Late Flight,Delta,15
flight freaking nightmare tonight sittingonthetarmac delay,negative,Late Flight,Delta,6
whats going flight delayed beyond shouldnt thre flight switch point,negative,Late Flight,Delta,6
whats broken seat flight today planned catch game nooooo,negative,Bad Flight,Delta,-1
bein calling jetblue respond leave number call back think jetblue loosing customer,negative,Customer Service Issue,Delta,-1
flt lax fll ppl sleeping rather not disturb flight tried movie,negative,Bad Flight,Delta,32
love guy know paid prem wifi toplay ping terrible,negative,Bad Flight,Delta,11
thanks making miss important dinner tonight delay min tarmac worst,negative,Late Flight,Delta,33
dont enough hand count number time something like delayed flight guy disappointed,negative,Late Flight,Delta,-1
called number left message pas along message team,negative,Customer Service Issue,Delta,-1
option luggage assistance ground hpn flight delayed hour amp sleeping kid land,negative,Late Flight,Delta,0
ask slc checkinbag drop found dark blueblackish fit bit flex wouldve lost around,negative,Lost Luggage,Delta,0
news flight pbiboston delay wait arrive airport based reported hour delay,negative,Late Flight,Delta,6
sorry boarding chaos underway please query post scrum,negative,longlines,Delta,60
boarding really not impressed ive learnt valuable lesson,negative,Late Flight,Delta,60
yes filed claim issued credit courtesy whole thing seems exceptionally uncourteous,negative,Customer Service Issue,Delta,66
yes not boarding good luck push wheel reality dare,negative,Late Flight,Delta,60
tried burger good expensive lead believe food usa cheap butnot,negative,Can't Tell,Delta,9
trying tired getting grumpy,negative,Customer Service Issue,Delta,-1
flight long day arrived london morning,negative,Late Flight,Delta,-1
not deal plane ground instead diverting plane amp adding hr flight,negative,Late Flight,Delta,3
look like inflatable car seat got left plane guess theyll back sometime savethoseseats,negative,Lost Luggage,Delta,4
jan thats not summer,negative,Flight Booking Problems,Delta,-1
flight wasnt already delayed,negative,Late Flight,Delta,6
must always delay late flight night orlando flight,negative,Late Flight,Delta,6
second incident lost baggage sent thought,negative,Lost Luggage,Delta,0
maybe announce delay dont sit plane runway hour taking,negative,Late Flight,Delta,78
flight bos tampa takeoff min late flight,negative,Late Flight,Delta,-1
grasshopper twitterz kung good hire geek,negative,Customer Service Issue,Delta,18
discontinue nonstop service sjc bos cant find anywhere,negative,Customer Service Issue,Delta,1
noooo previously direct flight fllgtsfo diverted la arriving almost hr late flightr,negative,Late Flight,Delta,-1
well let see could pay negroni bitcoin,negative,Can't Tell,Delta,-1
cant seem guy jdhadp,negative,Customer Service Issue,Delta,-1
two delay little proactive communication go long way howhardcanthatreallybe,negative,Late Flight,Delta,22
poor storm customer service takeoff delay waiting snack cart rude steward name love guy trueblue,negative,Customer Service Issue,Delta,-1
departure people delayed get compensate time,negative,Late Flight,Delta,-1
one trying make probably late flight not see email could call pittsburgh international,negative,Flight Booking Problems,Delta,23
worst customer service airline company dontflythem,negative,Customer Service Issue,Delta,1
whats random delay flight chance false alarm,negative,Late Flight,Delta,6
lost day airport trip compensated inconvenience,negative,Late Flight,Delta,-1
ceo battle appease passenger wall street waterbury republican american,negative,Can't Tell,Delta,-1
dont really know mean isnt best firsttimeflyingwamo old experience likelihood addtl delay,negative,Late Flight,Delta,22
jetblue flt fll sfo tke late flight div phx amp got hr late flight done,negative,Late Flight,Delta,-1
si month old nephew last night flight mega delayed evening starting delay,negative,Late Flight,Delta,-1
going bdl dca flight yesterday today every single one getting delayed,negative,Late Flight,Delta,-1
basically stole glass cant drive see class theyre not answering phone call thanksjetblue,negative,Customer Service Issue,Delta,-1
weve delayed almost hr take jetblue ive good luck today really frustrating,negative,Late Flight,Delta,44
something theyre not telling,negative,Can't Tell,Delta,-1
weve runway hour water pressure low taxiing back maintenance,negative,Bad Flight,Delta,-1
thanks head hour delay sarcasm patienceiswearingthin woof,negative,Late Flight,Delta,22
sign trueblue twice happens everyone around,negative,Customer Service Issue,Delta,-1
mechanical failure isnt boston fault,negative,Late Flight,Delta,-1
going miss hugely important meeting constant delay itscostingmeincome,negative,Late Flight,Delta,-1
flight delayed gtgtgt,negative,Late Flight,Delta,6
sorry report stuck tarmac held notwheelsup,negative,Late Flight,Delta,33
bit steamed conjunction wmy new hour wait first sat bought bit tea ive settled,negative,Late Flight,Delta,8
appreciate youve done end make right still unhappy initial incident calling,negative,Can't Tell,Delta,-1
